,SalesOrderCreationDate,OrderQuantity,PlantKey,CustomerKey,MaterialKey,RequestedDeliveryDate,DeliveryDate,HighOrderQtyFlag,Delay,Season
395,2022-07-01,16,4,358,1,2022-08-09,2022-08-23,0,14,Summer2022
45711,2022-07-01,20,4,285,1,2022-07-22,2022-08-04,0,13,Summer2022
91851,2022-07-01,16,6,1125,2,2022-07-14,2022-07-26,0,12,Summer2022
4691,2022-07-02,21,5,1163,1,2022-07-27,2022-08-05,0,9,Summer2022
97546,2022-07-02,18,4,259,1,2022-07-15,2022-07-26,0,11,Summer2022
58983,2022-07-02,17,6,1061,2,2022-08-18,2022-08-25,0,7,Summer2022
79388,2022-07-02,25,6,676,1,2022-07-25,2022-07-29,0,4,Summer2022
56105,2022-07-02,20,4,36,1,2022-07-26,2022-07-28,0,2,Summer2022
95178,2022-07-02,21,8,763,1,2022-07-08,2022-07-11,0,3,Summer2022
33957,2022-07-02,20,8,966,1,2022-07-19,2022-07-28,0,9,Summer2022
41782,2022-07-02,19,6,1161,1,2022-08-02,2022-08-09,0,7,Summer2022
75641,2022-07-02,23,8,772,2,2022-07-21,2022-07-28,0,7,Summer2022
23649,2022-07-02,10,6,653,1,2022-08-05,2022-08-09,0,4,Summer2022
97260,2022-07-02,15,4,10,1,2022-08-10,2022-08-18,0,8,Summer2022
96214,2022-07-02,16,6,528,2,2022-07-12,2022-07-25,0,13,Summer2022
70268,2022-07-02,18,4,426,2,2022-08-09,2022-08-11,0,2,Summer2022
8969,2022-07-02,19,6,653,2,2022-07-04,2022-07-14,0,10,Summer2022
54813,2022-07-02,18,8,622,1,2022-07-01,2022-07-02,0,1,Summer2022
2250,2022-07-02,16,6,967,1,2022-08-08,2022-08-22,0,14,Summer2022
71172,2022-07-02,17,6,534,1,2022-07-29,2022-08-09,0,11,Summer2022
12216,2022-07-02,22,5,767,1,2022-08-02,2022-08-12,0,10,Summer2022
5706,2022-07-02,14,6,859,1,2022-07-28,2022-08-04,0,7,Summer2022
26222,2022-07-02,25,4,370,1,2022-08-11,2022-08-25,0,14,Summer2022
1862,2022-07-02,19,6,521,2,2022-08-02,2022-08-04,0,2,Summer2022
87903,2022-07-03,12,4,36,1,2022-07-04,2022-07-11,0,7,Summer2022
75157,2022-07-03,20,8,533,1,2022-08-08,2022-08-09,0,1,Summer2022
19748,2022-07-03,17,4,289,1,2022-08-03,2022-08-05,0,2,Summer2022
51129,2022-07-03,18,4,363,1,2022-07-11,2022-07-15,0,4,Summer2022
60617,2022-07-03,22,4,391,1,2022-07-18,2022-07-21,0,3,Summer2022
76198,2022-07-03,17,4,71,1,2022-07-28,2022-08-11,0,14,Summer2022
4117,2022-07-03,21,5,773,1,2022-07-26,2022-08-09,0,14,Summer2022
51477,2022-07-03,16,4,162,1,2022-08-02,2022-08-09,0,7,Summer2022
16135,2022-07-03,16,8,851,1,2022-08-09,2022-08-18,0,9,Summer2022
73648,2022-07-03,17,4,138,1,2022-07-04,2022-07-08,0,4,Summer2022
75499,2022-07-03,21,5,767,1,2022-08-01,2022-08-11,0,10,Summer2022
51352,2022-07-03,14,4,459,2,2022-07-25,2022-08-02,0,8,Summer2022
91470,2022-07-03,15,8,705,1,2022-07-29,2022-08-01,0,3,Summer2022
2395,2022-07-03,13,4,23,1,2022-08-05,2022-08-15,0,10,Summer2022
43504,2022-07-03,20,6,746,1,2022-07-26,2022-08-09,0,14,Summer2022
80487,2022-07-03,17,5,1149,1,2022-08-03,2022-08-15,0,12,Summer2022
22448,2022-07-04,20,4,444,1,2022-07-05,2022-07-19,0,14,Summer2022
38696,2022-07-04,14,4,179,1,2022-07-21,2022-07-28,0,7,Summer2022
13227,2022-07-04,18,4,226,1,2022-08-02,2022-08-16,0,14,Summer2022
14469,2022-07-04,15,4,182,1,2022-07-28,2022-08-11,0,14,Summer2022
10505,2022-07-04,18,5,1053,1,2022-07-21,2022-08-03,0,13,Summer2022
31253,2022-07-04,15,4,255,1,2022-08-02,2022-08-11,0,9,Summer2022
18296,2022-07-04,24,4,941,1,2022-08-02,2022-08-11,0,9,Summer2022
63872,2022-07-04,19,4,407,1,2022-08-03,2022-08-11,0,8,Summer2022
44209,2022-07-04,20,4,481,1,2022-07-21,2022-07-29,0,8,Summer2022
62551,2022-07-04,21,8,577,1,2022-08-16,2022-08-19,0,3,Summer2022
33449,2022-07-04,17,4,45,1,2022-08-08,2022-08-19,0,11,Summer2022
86538,2022-07-04,18,4,272,1,2022-08-15,2022-08-24,0,9,Summer2022
27489,2022-07-04,19,4,185,1,2022-07-21,2022-07-29,0,8,Summer2022
38919,2022-07-04,16,6,1134,2,2022-08-09,2022-08-22,0,13,Summer2022
63852,2022-07-04,17,4,362,1,2022-07-28,2022-08-08,0,11,Summer2022
3800,2022-07-04,21,5,792,1,2022-07-25,2022-07-27,0,2,Summer2022
79627,2022-07-04,19,5,1067,1,2022-07-19,2022-07-26,0,7,Summer2022
47331,2022-07-04,17,4,288,1,2022-08-02,2022-08-08,0,6,Summer2022
99053,2022-07-04,16,8,763,1,2022-08-04,2022-08-17,0,13,Summer2022
49959,2022-07-04,15,5,960,2,2022-08-05,2022-08-15,0,10,Summer2022
3159,2022-07-04,20,6,747,1,2022-08-05,2022-08-11,0,6,Summer2022
49953,2022-07-04,21,8,943,1,2022-08-16,2022-08-19,0,3,Summer2022
47951,2022-07-04,22,4,392,1,2022-07-25,2022-07-28,0,3,Summer2022
75261,2022-07-04,18,6,641,1,2022-07-05,2022-07-06,0,1,Summer2022
54806,2022-07-05,16,5,1009,1,2022-08-03,2022-08-17,0,14,Summer2022
62023,2022-07-05,21,4,488,1,2022-07-28,2022-08-09,0,12,Summer2022
15517,2022-07-05,18,7,730,2,2022-08-03,2022-08-10,0,7,Summer2022
45817,2022-07-05,20,4,170,1,2022-07-26,2022-08-04,0,9,Summer2022
46913,2022-07-05,19,6,1213,1,2022-08-05,2022-08-15,0,10,Summer2022
39307,2022-07-05,14,6,553,1,2022-07-25,2022-08-08,0,14,Summer2022
92376,2022-07-05,16,4,37,1,2022-07-28,2022-08-04,0,7,Summer2022
67033,2022-07-05,14,4,376,2,2022-08-11,2022-08-18,0,7,Summer2022
60716,2022-07-05,19,8,771,1,2022-07-22,2022-08-05,0,14,Summer2022
72681,2022-07-05,21,4,160,1,2022-07-25,2022-08-05,0,11,Summer2022
37465,2022-07-05,18,8,699,1,2022-08-29,2022-09-12,0,14,Summer2022
68712,2022-07-05,14,5,1088,1,2022-07-08,2022-07-18,0,10,Summer2022
10740,2022-07-05,20,4,86,2,2022-08-03,2022-08-15,0,12,Summer2022
18659,2022-07-05,21,6,553,1,2022-07-27,2022-07-29,0,2,Summer2022
63438,2022-07-06,17,5,999,1,2022-08-09,2022-08-19,0,10,Summer2022
11992,2022-07-06,15,6,534,1,2022-08-10,2022-08-19,0,9,Summer2022
19165,2022-07-06,11,8,1131,1,2022-07-18,2022-07-28,0,10,Summer2022
46197,2022-07-06,15,4,216,1,2022-08-17,2022-08-26,0,9,Summer2022
18345,2022-07-06,16,8,932,1,2022-08-05,2022-08-09,0,4,Summer2022
90336,2022-07-06,19,8,1151,1,2022-08-02,2022-08-15,0,13,Summer2022
39557,2022-07-06,21,4,41,1,2022-08-16,2022-08-30,0,14,Summer2022
90153,2022-07-06,20,8,595,1,2022-07-28,2022-08-09,0,12,Summer2022
39185,2022-07-06,19,4,213,1,2022-08-22,2022-09-01,0,10,Summer2022
72304,2022-07-06,18,8,796,1,2022-08-15,2022-08-23,0,8,Summer2022
96191,2022-07-06,20,4,317,1,2022-07-07,2022-07-08,0,1,Summer2022
10463,2022-07-06,15,4,408,1,2022-08-23,2022-09-05,0,13,Summer2022
88043,2022-07-06,17,4,138,1,2022-08-24,2022-08-26,0,2,Summer2022
35281,2022-07-06,22,4,18,1,2022-08-16,2022-08-30,0,14,Summer2022
45721,2022-07-06,19,6,890,1,2022-08-04,2022-08-05,0,1,Summer2022
87434,2022-07-07,12,6,992,1,2022-08-11,2022-08-16,0,5,Summer2022
40602,2022-07-07,16,5,989,2,2022-08-12,2022-08-15,0,3,Summer2022
95242,2022-07-07,20,6,746,1,2022-07-28,2022-08-02,0,5,Summer2022
28261,2022-07-07,22,6,946,1,2022-08-15,2022-08-19,0,4,Summer2022
96779,2022-07-07,22,4,274,1,2022-07-21,2022-07-27,0,6,Summer2022
15007,2022-07-07,14,6,707,1,2022-08-08,2022-08-18,0,10,Summer2022
38393,2022-07-07,19,6,1155,1,2022-07-29,2022-08-10,0,12,Summer2022
48505,2022-07-07,19,5,1113,1,2022-08-15,2022-08-24,0,9,Summer2022
37015,2022-07-07,18,4,405,1,2022-08-19,2022-08-24,0,5,Summer2022
81897,2022-07-07,16,4,239,1,2022-07-29,2022-08-09,0,11,Summer2022
14498,2022-07-07,23,5,960,1,2022-08-16,2022-08-22,0,6,Summer2022
67103,2022-07-07,16,5,1216,1,2022-07-25,2022-07-26,0,1,Summer2022
37205,2022-07-07,20,6,717,2,2022-07-11,2022-07-19,0,8,Summer2022
30606,2022-07-07,20,4,54,2,2022-07-27,2022-08-04,0,8,Summer2022
87326,2022-07-07,18,5,640,1,2022-08-03,2022-08-04,0,1,Summer2022
61129,2022-07-07,18,5,818,1,2022-08-10,2022-08-11,0,1,Summer2022
84279,2022-07-07,18,6,907,1,2022-08-02,2022-08-11,0,9,Summer2022
9246,2022-07-07,15,4,355,1,2022-08-10,2022-08-18,0,8,Summer2022
23730,2022-07-07,15,4,170,1,2022-08-02,2022-08-15,0,13,Summer2022
23320,2022-07-07,17,8,552,1,2022-08-11,2022-08-25,0,14,Summer2022
24465,2022-07-07,20,4,388,1,2022-08-01,2022-08-10,0,9,Summer2022
55000,2022-07-07,22,8,793,1,2022-08-15,2022-08-26,0,11,Summer2022
92284,2022-07-07,21,4,32,2,2022-07-08,2022-07-19,0,11,Summer2022
8755,2022-07-07,18,4,337,1,2022-08-12,2022-08-19,0,7,Summer2022
31424,2022-07-07,17,4,145,1,2022-08-04,2022-08-15,0,11,Summer2022
90483,2022-07-07,17,4,243,1,2022-08-18,2022-08-24,0,6,Summer2022
34557,2022-07-07,19,4,6,1,2022-08-15,2022-08-22,0,7,Summer2022
34023,2022-07-07,16,4,244,2,2022-07-29,2022-08-03,0,5,Summer2022
81498,2022-07-08,22,6,797,2,2022-08-08,2022-08-12,0,4,Summer2022
50229,2022-07-08,18,8,771,1,2022-07-21,2022-07-25,0,4,Summer2022
19327,2022-07-08,16,4,200,2,2022-07-28,2022-08-10,0,13,Summer2022
77595,2022-07-08,16,5,669,1,2022-08-17,2022-08-24,0,7,Summer2022
75652,2022-07-08,16,4,154,1,2022-08-18,2022-08-26,0,8,Summer2022
76687,2022-07-08,20,4,134,1,2022-08-08,2022-08-11,0,3,Summer2022
76324,2022-07-08,20,4,52,2,2022-08-05,2022-08-09,0,4,Summer2022
18746,2022-07-08,17,8,936,1,2022-08-24,2022-08-31,0,7,Summer2022
65305,2022-07-08,20,8,643,1,2022-08-05,2022-08-11,0,6,Summer2022
36427,2022-07-08,19,5,702,1,2022-08-04,2022-08-16,0,12,Summer2022
68972,2022-07-08,20,4,168,1,2022-07-29,2022-08-09,0,11,Summer2022
53652,2022-07-08,16,6,930,1,2022-08-22,2022-09-01,0,10,Summer2022
86437,2022-07-08,21,8,1220,1,2022-08-04,2022-08-05,0,1,Summer2022
39333,2022-07-08,19,6,991,2,2022-07-25,2022-08-08,0,14,Summer2022
58596,2022-07-08,20,5,522,1,2022-08-09,2022-08-12,0,3,Summer2022
83028,2022-07-08,18,5,597,1,2022-08-09,2022-08-18,0,9,Summer2022
60009,2022-07-08,10,5,704,1,2022-07-11,2022-07-15,0,4,Summer2022
59375,2022-07-08,20,4,449,2,2022-08-03,2022-08-11,0,8,Summer2022
6840,2022-07-09,16,4,348,1,2022-08-08,2022-08-12,0,4,Summer2022
37674,2022-07-09,19,6,710,1,2022-08-11,2022-08-16,0,5,Summer2022
49652,2022-07-09,16,5,862,1,2022-08-11,2022-08-18,0,7,Summer2022
60811,2022-07-09,18,4,298,1,2022-08-05,2022-08-10,0,5,Summer2022
87925,2022-07-09,16,4,240,1,2022-07-20,2022-07-27,0,7,Summer2022
27181,2022-07-09,18,4,373,1,2022-08-08,2022-08-17,0,9,Summer2022
4784,2022-07-09,16,5,1172,1,2022-08-25,2022-09-05,0,11,Summer2022
63588,2022-07-09,19,4,316,1,2022-08-02,2022-08-11,0,9,Summer2022
68512,2022-07-09,16,8,817,1,2022-08-10,2022-08-24,0,14,Summer2022
46500,2022-07-09,18,6,544,1,2022-08-08,2022-08-12,0,4,Summer2022
44778,2022-07-09,17,4,144,2,2022-08-11,2022-08-24,0,13,Summer2022
96303,2022-07-09,19,4,467,1,2022-08-19,2022-08-22,0,3,Summer2022
97377,2022-07-09,19,5,576,1,2022-08-25,2022-09-01,0,7,Summer2022
19800,2022-07-09,18,5,546,1,2022-08-12,2022-08-22,0,10,Summer2022
89415,2022-07-09,17,5,981,2,2022-08-12,2022-08-16,0,4,Summer2022
37997,2022-07-09,23,6,1023,2,2022-08-03,2022-08-05,0,2,Summer2022
87445,2022-07-10,23,6,519,2,2022-07-21,2022-08-02,0,12,Summer2022
17826,2022-07-10,16,6,905,1,2022-08-09,2022-08-10,0,1,Summer2022
4131,2022-07-10,17,4,46,1,2022-08-26,2022-09-07,0,12,Summer2022
17872,2022-07-10,16,4,379,2,2022-08-09,2022-08-23,0,14,Summer2022
47941,2022-07-10,20,5,650,1,2022-08-04,2022-08-09,0,5,Summer2022
33367,2022-07-10,20,8,973,1,2022-07-28,2022-08-02,0,5,Summer2022
50498,2022-07-10,14,8,1177,1,2022-08-04,2022-08-18,0,14,Summer2022
31189,2022-07-10,18,4,443,1,2022-08-01,2022-08-15,0,14,Summer2022
95180,2022-07-10,21,4,489,1,2022-08-04,2022-08-18,0,14,Summer2022
18277,2022-07-10,19,6,886,1,2022-08-09,2022-08-22,0,13,Summer2022
59836,2022-07-10,22,4,153,1,2022-08-16,2022-08-26,0,10,Summer2022
88001,2022-07-10,14,5,1188,1,2022-08-08,2022-08-17,0,9,Summer2022
54590,2022-07-10,14,8,708,2,2022-08-15,2022-08-19,0,4,Summer2022
72457,2022-07-10,16,4,340,1,2022-08-16,2022-08-29,0,13,Summer2022
97138,2022-07-10,23,4,49,1,2022-08-12,2022-08-23,0,11,Summer2022
83365,2022-07-10,18,8,894,2,2022-08-12,2022-08-16,0,4,Summer2022
24887,2022-07-10,21,8,874,1,2022-07-26,2022-08-01,0,6,Summer2022
17657,2022-07-11,18,4,38,1,2022-08-09,2022-08-16,0,7,Summer2022
17706,2022-07-11,14,4,141,1,2022-08-12,2022-08-25,0,13,Summer2022
98249,2022-07-11,21,5,985,1,2022-08-11,2022-08-15,0,4,Summer2022
25874,2022-07-11,18,5,961,2,2022-07-27,2022-08-08,0,12,Summer2022
36474,2022-07-11,11,4,215,1,2022-08-24,2022-09-01,0,8,Summer2022
3992,2022-07-11,14,8,548,1,2022-08-10,2022-08-18,0,8,Summer2022
94856,2022-07-11,15,4,253,1,2022-07-25,2022-08-04,0,10,Summer2022
58218,2022-07-11,14,8,672,2,2022-07-28,2022-08-03,0,6,Summer2022
48106,2022-07-11,22,6,566,1,2022-08-02,2022-08-15,0,13,Summer2022
74174,2022-07-11,20,6,1134,1,2022-08-01,2022-08-05,0,4,Summer2022
73213,2022-07-11,21,4,12,1,2022-08-19,2022-08-30,0,11,Summer2022
22479,2022-07-11,17,5,495,1,2022-08-12,2022-08-15,0,3,Summer2022
42055,2022-07-11,22,4,57,1,2022-08-04,2022-08-11,0,7,Summer2022
54371,2022-07-11,20,8,828,1,2022-07-27,2022-08-08,0,12,Summer2022
24809,2022-07-11,19,8,786,1,2022-08-05,2022-08-19,0,14,Summer2022
48794,2022-07-11,17,8,932,1,2022-08-30,2022-09-13,0,14,Summer2022
48861,2022-07-11,15,5,969,1,2022-08-22,2022-08-24,0,2,Summer2022
77526,2022-07-11,16,8,511,1,2022-08-11,2022-08-22,0,11,Summer2022
9916,2022-07-12,17,8,570,1,2022-08-16,2022-08-19,0,3,Summer2022
58284,2022-07-12,17,4,473,1,2022-08-01,2022-08-10,0,9,Summer2022
83863,2022-07-12,19,6,1096,1,2022-08-08,2022-08-19,0,11,Summer2022
8079,2022-07-12,18,5,522,1,2022-08-26,2022-08-30,0,4,Summer2022
89568,2022-07-12,19,8,587,1,2022-07-25,2022-08-01,0,7,Summer2022
63411,2022-07-12,16,8,607,1,2022-08-05,2022-08-12,0,7,Summer2022
79643,2022-07-12,18,4,439,1,2022-08-08,2022-08-19,0,11,Summer2022
87587,2022-07-12,20,4,366,1,2022-08-11,2022-08-18,0,7,Summer2022
86400,2022-07-12,15,4,230,1,2022-07-28,2022-08-04,0,7,Summer2022
66342,2022-07-12,17,4,24,1,2022-07-13,2022-07-25,0,12,Summer2022
89794,2022-07-12,19,5,623,1,2022-08-19,2022-08-22,0,3,Summer2022
368,2022-07-12,20,4,288,1,2022-07-13,2022-07-19,0,6,Summer2022
40068,2022-07-12,17,8,752,1,2022-08-10,2022-08-23,0,13,Summer2022
53366,2022-07-12,14,4,83,1,2022-08-11,2022-08-15,0,4,Summer2022
7301,2022-07-12,18,4,234,1,2022-08-22,2022-08-29,0,7,Summer2022
8618,2022-07-12,16,5,1033,2,2022-08-11,2022-08-17,0,6,Summer2022
47139,2022-07-12,14,4,26,2,2022-08-15,2022-08-26,0,11,Summer2022
89950,2022-07-12,20,5,1149,1,2022-08-15,2022-08-24,0,9,Summer2022
83040,2022-07-12,16,4,164,1,2022-08-09,2022-08-19,0,10,Summer2022
66020,2022-07-12,16,5,623,2,2022-08-23,2022-08-30,0,7,Summer2022
62449,2022-07-12,19,6,1052,1,2022-08-09,2022-08-10,0,1,Summer2022
98517,2022-07-12,19,6,678,1,2022-08-16,2022-08-18,0,2,Summer2022
14924,2022-07-12,18,4,231,1,2022-07-27,2022-08-03,0,7,Summer2022
88389,2022-07-12,24,6,1014,1,2022-09-01,2022-09-12,0,11,Summer2022
85271,2022-07-12,16,6,1020,2,2022-08-12,2022-08-16,0,4,Summer2022
97632,2022-07-13,16,4,54,1,2022-08-05,2022-08-12,0,7,Summer2022
8012,2022-07-13,21,4,423,1,2022-07-26,2022-08-02,0,7,Summer2022
80195,2022-07-13,13,4,93,2,2022-07-27,2022-08-01,0,5,Summer2022
88785,2022-07-13,19,6,893,1,2022-08-04,2022-08-10,0,6,Summer2022
89387,2022-07-13,19,6,1174,1,2022-08-24,2022-09-01,0,8,Summer2022
24028,2022-07-13,15,4,198,1,2022-07-27,2022-08-01,0,5,Summer2022
241,2022-07-13,25,8,1068,1,2022-08-02,2022-08-12,0,10,Summer2022
7214,2022-07-13,18,5,1124,1,2022-08-23,2022-09-02,0,10,Summer2022
44498,2022-07-13,18,4,245,1,2022-08-04,2022-08-12,0,8,Summer2022
2767,2022-07-13,18,4,460,1,2022-08-09,2022-08-10,0,1,Summer2022
10507,2022-07-13,22,6,924,1,2022-08-12,2022-08-25,0,13,Summer2022
65660,2022-07-13,20,6,537,1,2022-08-04,2022-08-18,0,14,Summer2022
5414,2022-07-13,21,5,1073,2,2022-08-19,2022-08-31,0,12,Summer2022
57428,2022-07-13,18,4,439,2,2022-07-14,2022-07-20,0,6,Summer2022
7746,2022-07-13,17,8,680,1,2022-07-20,2022-07-21,0,1,Summer2022
66715,2022-07-13,13,4,434,1,2022-07-28,2022-08-11,0,14,Summer2022
51203,2022-07-13,17,8,515,2,2022-08-12,2022-08-25,0,13,Summer2022
80110,2022-07-13,18,8,863,1,2022-08-17,2022-08-18,0,1,Summer2022
9755,2022-07-13,15,4,60,1,2022-08-17,2022-08-18,0,1,Summer2022
49857,2022-07-13,16,8,708,2,2022-08-09,2022-08-12,0,3,Summer2022
88126,2022-07-13,19,4,3,2,2022-08-15,2022-08-19,0,4,Summer2022
30236,2022-07-13,19,8,825,1,2022-07-29,2022-08-12,0,14,Summer2022
93187,2022-07-13,20,4,227,1,2022-08-02,2022-08-12,0,10,Summer2022
67415,2022-07-13,19,6,797,1,2022-08-08,2022-08-12,0,4,Summer2022
49881,2022-07-14,16,4,93,1,2022-08-29,2022-09-08,0,10,Summer2022
49616,2022-07-14,21,6,859,2,2022-08-01,2022-08-05,0,4,Summer2022
37469,2022-07-14,20,4,295,2,2022-08-16,2022-08-22,0,6,Summer2022
76698,2022-07-14,16,4,155,2,2022-08-09,2022-08-15,0,6,Summer2022
87169,2022-07-14,18,5,647,1,2022-08-10,2022-08-11,0,1,Summer2022
20613,2022-07-14,18,6,519,2,2022-08-09,2022-08-15,0,6,Summer2022
91810,2022-07-14,19,8,644,2,2022-08-10,2022-08-17,0,7,Summer2022
66300,2022-07-14,24,8,618,1,2022-08-15,2022-08-16,0,1,Summer2022
58558,2022-07-14,15,5,968,1,2022-08-18,2022-08-22,0,4,Summer2022
28965,2022-07-14,22,8,786,1,2022-08-08,2022-08-11,0,3,Summer2022
93638,2022-07-14,17,5,594,1,2022-08-08,2022-08-09,0,1,Summer2022
50342,2022-07-14,21,6,580,1,2022-08-10,2022-08-22,0,12,Summer2022
22108,2022-07-14,19,6,1084,1,2022-08-24,2022-09-05,0,12,Summer2022
17423,2022-07-14,17,6,764,1,2022-08-19,2022-09-01,0,13,Summer2022
99592,2022-07-14,15,5,865,1,2022-08-29,2022-08-31,0,2,Summer2022
43580,2022-07-14,25,4,36,1,2022-08-05,2022-08-17,0,12,Summer2022
89343,2022-07-14,20,8,978,1,2022-07-15,2022-07-20,0,5,Summer2022
76086,2022-07-14,20,8,841,1,2022-08-16,2022-08-25,0,9,Summer2022
36378,2022-07-15,15,5,1216,1,2022-08-11,2022-08-23,0,12,Summer2022
15713,2022-07-15,22,4,218,2,2022-07-28,2022-08-08,0,11,Summer2022
5272,2022-07-15,18,4,47,1,2022-08-31,2022-09-12,0,12,Summer2022
62004,2022-07-15,19,4,417,1,2022-08-11,2022-08-18,0,7,Summer2022
47891,2022-07-15,21,6,823,1,2022-08-11,2022-08-15,0,4,Summer2022
5478,2022-07-15,25,4,483,1,2022-08-19,2022-09-02,0,14,Summer2022
10320,2022-07-15,23,6,1090,2,2022-08-11,2022-08-12,0,1,Summer2022
84027,2022-07-15,21,5,545,1,2022-08-08,2022-08-19,0,11,Summer2022
52851,2022-07-15,18,6,573,1,2022-08-11,2022-08-18,0,7,Summer2022
14204,2022-07-15,26,4,402,2,2022-08-29,2022-09-08,0,10,Summer2022
79878,2022-07-15,17,8,813,2,2022-08-19,2022-08-25,0,6,Summer2022
66098,2022-07-15,24,4,116,2,2022-08-12,2022-08-22,0,10,Summer2022
98697,2022-07-15,20,5,1215,1,2022-08-26,2022-09-05,0,10,Summer2022
66656,2022-07-15,19,8,1179,2,2022-08-09,2022-08-10,0,1,Summer2022
85112,2022-07-15,17,4,215,1,2022-08-18,2022-09-01,0,14,Summer2022
27487,2022-07-15,20,6,1089,1,2022-08-04,2022-08-12,0,8,Summer2022
24927,2022-07-15,19,5,1105,1,2022-08-11,2022-08-15,0,4,Summer2022
77204,2022-07-15,21,8,763,2,2022-08-05,2022-08-09,0,4,Summer2022
7153,2022-07-15,14,5,1049,1,2022-08-29,2022-08-31,0,2,Summer2022
54068,2022-07-15,18,4,374,1,2022-08-12,2022-08-17,0,5,Summer2022
6083,2022-07-15,18,8,1151,1,2022-08-22,2022-08-25,0,3,Summer2022
62616,2022-07-16,19,5,938,1,2022-08-16,2022-08-30,0,14,Summer2022
27875,2022-07-16,19,5,742,1,2022-08-19,2022-09-02,0,14,Summer2022
89736,2022-07-16,14,5,669,1,2022-08-17,2022-08-26,0,9,Summer2022
36724,2022-07-16,19,5,650,1,2022-08-18,2022-08-29,0,11,Summer2022
59948,2022-07-16,18,8,1027,1,2022-08-23,2022-08-31,0,8,Summer2022
48397,2022-07-16,21,8,940,2,2022-08-09,2022-08-11,0,2,Summer2022
18819,2022-07-16,20,4,202,1,2022-08-09,2022-08-19,0,10,Summer2022
21086,2022-07-16,20,4,306,1,2022-08-23,2022-08-30,0,7,Summer2022
71118,2022-07-16,22,5,852,1,2022-08-08,2022-08-18,0,10,Summer2022
39988,2022-07-17,17,4,466,1,2022-08-17,2022-08-24,0,7,Summer2022
46903,2022-07-17,15,4,279,1,2022-07-27,2022-08-09,0,13,Summer2022
27868,2022-07-17,20,4,336,1,2022-08-19,2022-08-24,0,5,Summer2022
84148,2022-07-17,17,4,23,1,2022-08-11,2022-08-18,0,7,Summer2022
99221,2022-07-17,23,4,263,1,2022-08-23,2022-08-31,0,8,Summer2022
62591,2022-07-17,14,4,429,2,2022-08-18,2022-08-25,0,7,Summer2022
19035,2022-07-17,17,4,276,1,2022-08-12,2022-08-15,0,3,Summer2022
25824,2022-07-17,12,4,104,2,2022-08-10,2022-08-12,0,2,Summer2022
51272,2022-07-17,18,4,416,1,2022-09-01,2022-09-06,0,5,Summer2022
19950,2022-07-17,18,4,254,1,2022-08-17,2022-08-22,0,5,Summer2022
32630,2022-07-17,19,6,1077,1,2022-08-18,2022-08-26,0,8,Summer2022
30283,2022-07-17,22,4,320,1,2022-08-18,2022-09-01,0,14,Summer2022
50378,2022-07-17,14,6,887,1,2022-08-24,2022-09-01,0,8,Summer2022
95685,2022-07-17,23,4,393,1,2022-08-10,2022-08-18,0,8,Summer2022
49844,2022-07-17,14,8,775,1,2022-08-04,2022-08-16,0,12,Summer2022
97460,2022-07-18,18,4,230,1,2022-07-29,2022-08-05,0,7,Summer2022
89862,2022-07-18,18,5,1011,1,2022-08-09,2022-08-23,0,14,Summer2022
60697,2022-07-18,18,6,496,1,2022-08-12,2022-08-22,0,10,Summer2022
54103,2022-07-18,18,4,33,1,2022-08-18,2022-08-31,0,13,Summer2022
34432,2022-07-18,10,8,1066,1,2022-08-03,2022-08-17,0,14,Summer2022
75615,2022-07-18,15,4,326,1,2022-07-19,2022-07-29,0,10,Summer2022
30266,2022-07-18,19,6,908,1,2022-07-19,2022-07-26,0,7,Summer2022
66766,2022-07-18,21,8,1110,1,2022-08-29,2022-09-06,0,8,Summer2022
27175,2022-07-18,22,4,29,2,2022-08-18,2022-08-29,0,11,Summer2022
15526,2022-07-18,15,6,866,2,2022-08-24,2022-09-06,0,13,Summer2022
33953,2022-07-18,25,8,515,2,2022-07-19,2022-07-22,0,3,Summer2022
68415,2022-07-18,17,8,673,1,2022-08-08,2022-08-22,0,14,Summer2022
71186,2022-07-18,13,8,726,1,2022-08-09,2022-08-12,0,3,Summer2022
97328,2022-07-18,20,4,130,1,2022-08-19,2022-08-24,0,5,Summer2022
93579,2022-07-18,15,5,1116,1,2022-08-02,2022-08-10,0,8,Summer2022
71294,2022-07-18,13,4,356,1,2022-08-22,2022-08-31,0,9,Summer2022
94821,2022-07-18,23,6,664,1,2022-08-22,2022-08-31,0,9,Summer2022
20817,2022-07-18,13,4,194,1,2022-08-10,2022-08-18,0,8,Summer2022
67409,2022-07-18,18,4,97,1,2022-08-22,2022-09-02,0,11,Summer2022
11958,2022-07-18,16,8,491,1,2022-08-09,2022-08-23,0,14,Summer2022
45280,2022-07-18,12,4,259,1,2022-08-22,2022-09-02,0,11,Summer2022
20331,2022-07-18,24,5,646,2,2022-08-15,2022-08-26,0,11,Summer2022
8521,2022-07-18,18,6,1146,1,2022-08-17,2022-08-31,0,14,Summer2022
44062,2022-07-19,21,8,971,2,2022-08-10,2022-08-12,0,2,Summer2022
71755,2022-07-19,21,5,1139,2,2022-08-16,2022-08-24,0,8,Summer2022
71046,2022-07-19,11,4,423,1,2022-09-01,2022-09-13,0,12,Summer2022
38862,2022-07-19,19,6,849,1,2022-08-18,2022-08-29,0,11,Summer2022
25803,2022-07-19,18,8,731,1,2022-08-25,2022-09-08,0,14,Summer2022
