,SalesOrderCreationDate,OrderQuantity,PlantKey,CustomerKey,MaterialKey,RequestedDeliveryDate,DeliveryDate,HighOrderQtyFlag,Delay,Season,CustomerCountry,CustomerName
27222,2022-12-21,20,4,378,1,2023-01-18,2023-01-25,0,7,Winter2022,Germany,"Simonis, Ziemann and Kulas"
34383,2022-12-21,18,5,624,1,2023-01-16,2023-01-20,0,4,Winter2022,Greece,Dach and Sons
81446,2022-12-21,13,6,991,2,2023-01-19,2023-01-20,0,1,Winter2022,Croatia,"Kihn, Little and Sawayn"
23714,2022-12-21,17,6,867,1,2023-01-03,2023-01-13,0,10,Winter2022,France,Predovic Group
27977,2022-12-21,16,5,662,2,2023-01-06,2023-01-11,0,5,Winter2022,Czech Republic,Rodriguez LLC
88366,2022-12-21,20,8,1177,1,2023-01-16,2023-01-25,0,9,Winter2022,Norway,Schuppe-Upton
85298,2022-12-22,16,6,604,1,2023-02-01,2023-02-02,0,1,Winter2022,France,Brakus and Sons
96712,2022-12-22,21,6,807,1,2023-01-31,2023-02-03,0,3,Winter2022,France,"Kuphal, Waelchi and Christiansen"
10734,2022-12-22,18,4,275,1,2023-01-24,2023-02-02,0,9,Winter2022,Germany,"Hauck, Breitenberg and Crooks"
3102,2022-12-22,19,8,860,2,2023-01-25,2023-02-08,0,14,Winter2022,Sweden,Greenfelder Inc
39417,2022-12-22,12,4,422,1,2023-02-09,2023-02-22,0,13,Winter2022,Germany,"Fadel, Welch and Maggio"
41667,2022-12-22,18,4,350,1,2023-01-26,2023-01-31,0,5,Winter2022,Germany,Hudson-Robel
56460,2022-12-22,23,5,1164,1,2023-01-10,2023-01-18,0,8,Winter2022,Czech Republic,Bergnaum Inc
67173,2022-12-22,23,8,570,1,2023-01-19,2023-01-26,0,7,Winter2022,Sweden,"Zboncak, Baumbach and Kuphal"
89319,2022-12-22,21,5,1216,1,2023-01-12,2023-01-18,0,6,Winter2022,Czech Republic,Rice LLC
3420,2022-12-22,19,4,358,1,2023-01-26,2023-02-01,0,6,Winter2022,Germany,"Kovacek, Renner and Gibson"
44666,2022-12-22,20,6,970,1,2023-01-27,2023-02-09,0,13,Winter2022,Croatia,Wisoky LLC
16683,2022-12-22,20,8,644,1,2023-01-12,2023-01-17,0,5,Winter2022,Finland,"Terry, Gleichner and Johnston"
38212,2022-12-22,20,8,661,1,2023-01-27,2023-02-01,0,5,Winter2022,Sweden,Shields Group
51217,2022-12-22,20,5,983,2,2023-01-23,2023-02-03,0,11,Winter2022,Poland,Kovacek LLC
20858,2022-12-22,13,6,1214,1,2023-01-10,2023-01-19,0,9,Winter2022,Spain,"Lind, Pfeffer and Schultz"
89440,2022-12-22,18,5,652,1,2023-01-12,2023-01-13,0,1,Winter2022,Greece,"Johnston, West and Gleason"
82061,2022-12-22,17,6,557,1,2023-01-17,2023-01-18,0,1,Winter2022,France,Grimes LLC
84000,2022-12-22,15,4,259,1,2023-02-02,2023-02-06,0,4,Winter2022,Germany,"Bartell, Turcotte and Braun"
84012,2022-12-22,14,4,344,1,2023-01-10,2023-01-24,0,14,Winter2022,Germany,Bruen-Smitham
71078,2022-12-22,18,6,1052,2,2023-01-17,2023-01-24,0,7,Winter2022,France,"Ernser, Hand and Stoltenberg"
21449,2022-12-22,20,4,36,2,2023-01-23,2023-02-06,0,14,Winter2022,Germany,"Fadel, Trantow and Kohler"
55852,2022-12-23,22,4,235,2,2023-01-30,2023-02-08,0,9,Winter2022,Germany,Graham Inc
8280,2022-12-23,17,6,1089,1,2023-01-12,2023-01-20,0,8,Winter2022,Portugal,Wyman-Hagenes
58223,2022-12-23,11,8,827,1,2023-01-12,2023-01-17,0,5,Winter2022,Sweden,Howell-Graham
9441,2022-12-23,16,4,331,2,2023-01-17,2023-01-18,0,1,Winter2022,Germany,Gislason Group
5712,2022-12-23,19,4,53,1,2023-01-17,2023-01-23,0,6,Winter2022,Germany,Bailey Group
71745,2022-12-23,15,6,649,1,2023-01-11,2023-01-20,0,9,Winter2022,France,Von-Morissette
85464,2022-12-23,15,4,432,1,2023-01-02,2023-01-16,0,14,Winter2022,Germany,"Hackett, Bosco and McGlynn"
85258,2022-12-23,20,5,913,1,2023-01-26,2023-01-30,0,4,Winter2022,Greece,"Bogisich, Zieme and Jacobi"
52949,2022-12-23,13,5,563,1,2023-01-25,2023-01-27,0,2,Winter2022,Czech Republic,"Murray, Lang and Jenkins"
45342,2022-12-23,19,5,792,1,2023-02-03,2023-02-16,0,13,Winter2022,Greece,McDermott Group
36011,2022-12-23,20,8,915,1,2023-01-23,2023-02-02,0,10,Winter2022,Sweden,Schulist LLC
54408,2022-12-23,18,4,61,2,2023-02-03,2023-02-10,0,7,Winter2022,Germany,"Walker, Stracke and Bechtelar"
98703,2022-12-23,16,5,1208,1,2023-01-27,2023-02-06,0,10,Winter2022,Greece,Tillman LLC
45541,2022-12-23,15,4,260,2,2023-01-23,2023-02-06,0,14,Winter2022,Belgium,Greenholt-O'Kon
59471,2022-12-23,25,4,345,1,2023-01-10,2023-01-20,0,10,Winter2022,Germany,Borer Inc
75030,2022-12-24,17,4,255,1,2022-12-29,2023-01-10,0,12,Winter2022,Belgium,"Frami, Blick and Goodwin"
81489,2022-12-24,17,5,917,1,2023-01-06,2023-01-13,0,7,Winter2022,Greece,Sipes-Mills
87278,2022-12-24,15,8,772,1,2023-01-23,2023-02-02,0,10,Winter2022,Sweden,Murphy-Hirthe
9110,2022-12-24,19,4,115,2,2023-01-30,2023-02-06,0,7,Winter2022,Germany,McCullough-Kihn
47137,2022-12-24,15,4,343,1,2023-01-05,2023-01-16,0,11,Winter2022,Germany,"Terry, Brakus and Satterfield"
55867,2022-12-24,18,8,1099,1,2023-01-24,2023-01-25,0,1,Winter2022,Sweden,Moen-Conn
4264,2022-12-24,21,4,473,1,2022-12-26,2023-01-03,0,8,Winter2022,Belgium,Connelly LLC
57572,2022-12-24,19,8,842,1,2023-02-03,2023-02-13,0,10,Winter2022,Sweden,Rowe Inc
35620,2022-12-24,21,6,610,1,2023-01-05,2023-01-13,0,8,Winter2022,France,Jerde-Ward
29152,2022-12-24,18,4,390,1,2023-02-03,2023-02-06,0,3,Winter2022,Germany,Bahringer-Ernser
91621,2022-12-24,16,4,99,1,2022-12-29,2023-01-04,0,6,Winter2022,Belgium,"Baumbach, Nolan and Barrows"
94198,2022-12-24,16,6,1205,2,2023-01-20,2023-01-30,0,10,Winter2022,Slovenia,"Swaniawski, Larson and Hahn"
35564,2022-12-24,16,6,580,1,2023-01-26,2023-01-27,0,1,Winter2022,Croatia,Barrows Group
47966,2022-12-24,16,8,587,1,2023-01-18,2023-01-31,0,13,Winter2022,Finland,Boehm and Sons
13077,2022-12-24,12,6,1144,1,2023-02-01,2023-02-06,0,5,Winter2022,Portugal,Champlin Inc
14159,2022-12-24,21,4,29,1,2023-01-18,2023-01-19,0,1,Winter2022,Germany,"Johnson, Legros and Rosenbaum"
43966,2022-12-24,16,6,846,1,2022-12-16,2022-12-24,0,8,Winter2022,Croatia,Upton Inc
91676,2022-12-24,16,4,230,1,2023-01-24,2023-02-03,0,10,Winter2022,Germany,"Weber, Carroll and Kris"
46647,2022-12-24,19,8,780,2,2023-01-10,2023-01-24,0,14,Winter2022,Sweden,Mitchell Group
54085,2022-12-24,19,4,472,1,2023-02-08,2023-02-16,0,8,Winter2022,Germany,"Konopelski, Schowalter and Koelpin"
97365,2022-12-25,25,8,1091,1,2023-01-30,2023-02-07,0,8,Winter2022,Sweden,Kris-Langosh
87508,2022-12-25,15,5,1210,1,2023-01-31,2023-02-09,0,9,Winter2022,Poland,Adams and Sons
5936,2022-12-25,23,5,925,1,2023-01-20,2023-02-01,0,12,Winter2022,Czech Republic,"Roberts, VonRueden and Torphy"
85235,2022-12-25,19,6,1034,2,2023-01-12,2023-01-20,0,8,Winter2022,France,Gerlach-Sanford
59105,2022-12-25,19,5,574,1,2023-01-24,2023-01-31,0,7,Winter2022,Czech Republic,"Moore, Considine and Langworth"
26610,2022-12-25,17,4,410,2,2023-01-17,2023-01-23,0,6,Winter2022,Germany,Klocko and Sons
23694,2022-12-25,17,4,386,1,2023-01-09,2023-01-18,0,9,Winter2022,Germany,Bosco LLC
53589,2022-12-25,15,6,734,1,2023-01-17,2023-01-23,0,6,Winter2022,France,Prosacco and Sons
66632,2022-12-25,16,5,642,1,2023-01-31,2023-02-10,0,10,Winter2022,Czech Republic,Green-Wolf
54174,2022-12-25,16,4,106,1,2023-01-20,2023-02-02,0,13,Winter2022,Germany,Pacocha LLC
99249,2022-12-25,18,6,710,2,2023-01-02,2023-01-05,0,3,Winter2022,France,O'Kon-Klocko
2826,2022-12-25,17,5,903,1,2023-01-20,2023-01-25,0,5,Winter2022,Greece,Rau-Hessel
8997,2022-12-25,20,5,750,2,2023-01-27,2023-02-01,0,5,Winter2022,Greece,Schinner-Kunze
26049,2022-12-25,20,4,308,1,2023-01-26,2023-02-02,0,7,Winter2022,Germany,Kilback-Bins
32889,2022-12-25,26,5,582,1,2023-01-12,2023-01-19,0,7,Winter2022,Greece,Bednar-Bashirian
77854,2022-12-25,14,6,924,1,2023-01-17,2023-01-31,0,14,Winter2022,Slovenia,Boyle-Mosciski
8917,2022-12-25,17,4,478,1,2022-12-26,2022-12-27,0,1,Winter2022,Germany,Hintz-Purdy
69204,2022-12-25,20,4,424,1,2023-01-16,2023-01-30,0,14,Winter2022,Germany,Schuster-Hilll
87534,2022-12-26,16,4,398,1,2023-01-16,2023-01-23,0,7,Winter2022,Germany,"Vandervort, Kilback and Koepp"
12524,2022-12-26,17,4,116,1,2023-01-26,2023-02-01,0,6,Winter2022,Germany,Vandervort Inc
63555,2022-12-26,18,6,1070,1,2023-01-27,2023-02-03,0,7,Winter2022,France,Abbott-Hintz
11539,2022-12-26,20,8,1060,1,2023-01-31,2023-02-02,0,2,Winter2022,Lithuania,"Stehr, McClure and Ferry"
22681,2022-12-26,20,6,717,2,2023-01-25,2023-02-01,0,7,Winter2022,Croatia,Luettgen Inc
62750,2022-12-26,16,4,23,2,2023-01-25,2023-02-01,0,7,Winter2022,Belgium,"Lockman, Anderson and Aufderhar"
32331,2022-12-26,21,6,549,2,2023-02-01,2023-02-10,0,9,Winter2022,France,Wehner and Sons
65097,2022-12-26,20,4,219,1,2023-01-26,2023-02-01,0,6,Winter2022,Germany,"Wunsch, Wiza and Stiedemann"
67622,2022-12-26,17,4,72,1,2023-01-19,2023-02-02,0,14,Winter2022,Germany,Towne-Weber
5699,2022-12-26,20,4,396,2,2023-01-19,2023-01-25,0,6,Winter2022,Germany,Ankunding Inc
25237,2022-12-26,22,4,294,1,2023-01-30,2023-02-01,0,2,Winter2022,Germany,Prohaska LLC
21778,2022-12-26,17,4,170,2,2023-02-01,2023-02-13,0,12,Winter2022,Germany,"Nolan, Carter and Upton"
8849,2022-12-26,19,5,741,2,2023-02-06,2023-02-14,0,8,Winter2022,Czech Republic,Conn Inc
98327,2022-12-26,24,5,1153,1,2023-01-13,2023-01-24,0,11,Winter2022,Poland,Pfannerstill Inc
55959,2022-12-26,19,4,253,1,2023-01-23,2023-01-24,0,1,Winter2022,Germany,Jacobson Group
71864,2022-12-26,22,6,905,1,2023-01-24,2023-02-03,0,10,Winter2022,France,Hermann LLC
7506,2022-12-26,21,6,867,1,2023-01-23,2023-01-25,0,2,Winter2022,France,Predovic Group
35049,2022-12-26,23,8,552,1,2023-01-25,2023-01-27,0,2,Winter2022,Sweden,Mayer Group
47380,2022-12-26,19,4,258,2,2023-01-17,2023-01-23,0,6,Winter2022,Germany,"Spencer, Stroman and Walsh"
24518,2022-12-26,16,6,967,1,2023-01-24,2023-02-02,0,9,Winter2022,France,Kuhn Inc
60681,2022-12-26,17,6,1174,1,2023-01-26,2023-02-07,0,12,Winter2022,Portugal,"Bauch, Kautzer and Hackett"
59408,2022-12-27,14,8,587,1,2023-01-12,2023-01-23,0,11,Winter2022,Finland,Boehm and Sons
2690,2022-12-27,16,4,67,1,2023-01-30,2023-02-03,0,4,Winter2022,Germany,Stanton-Nienow
38814,2022-12-27,19,6,880,1,2023-02-08,2023-02-22,0,14,Winter2022,Portugal,Kovacek Group
1661,2022-12-27,22,8,587,2,2023-01-30,2023-02-13,0,14,Winter2022,Finland,Boehm and Sons
15446,2022-12-27,23,6,1158,1,2023-01-26,2023-02-01,0,6,Winter2022,Portugal,Beier-Bogan
71064,2022-12-27,13,4,77,1,2023-01-26,2023-02-09,0,14,Winter2022,Germany,"Bashirian, Herman and McDermott"
11308,2022-12-27,16,6,722,1,2023-01-24,2023-02-06,0,13,Winter2022,France,Buckridge-Auer
31193,2022-12-27,15,4,57,1,2023-01-12,2023-01-13,0,1,Winter2022,Germany,Runte-Vandervort
20144,2022-12-27,16,4,184,2,2023-01-16,2023-01-25,0,9,Winter2022,Belgium,"Wyman, Connelly and Bradtke"
92807,2022-12-27,23,4,394,2,2023-01-03,2023-01-13,0,10,Winter2022,Germany,"Blick, Rodriguez and Boyle"
78447,2022-12-27,12,5,1147,2,2023-01-30,2023-02-13,0,14,Winter2022,Greece,Powlowski Group
61941,2022-12-27,20,8,1179,1,2023-01-27,2023-02-10,0,14,Winter2022,Latvia,Farrell-Roob
98568,2022-12-27,17,4,82,1,2023-02-07,2023-02-15,0,8,Winter2022,Germany,Hartmann and Sons
24759,2022-12-27,15,4,21,2,2023-01-17,2023-01-31,0,14,Winter2022,Germany,Kris-Deckow
64281,2022-12-27,18,6,834,1,2023-02-02,2023-02-13,0,11,Winter2022,France,Swift-Herzog
88921,2022-12-27,13,4,374,1,2023-02-16,2023-03-01,0,13,Winter2022,Belgium,Raynor Group
87079,2022-12-27,15,6,1217,1,2023-02-08,2023-02-20,0,12,Winter2022,France,"Mayert, Boehm and Bergstrom"
20364,2022-12-27,17,4,91,1,2023-01-19,2023-01-26,0,7,Winter2022,Germany,Cremin-Breitenberg
26206,2022-12-27,13,6,636,1,2023-01-27,2023-02-07,0,11,Winter2022,France,Howell-Keeling
70092,2022-12-27,26,6,884,1,2023-01-06,2023-01-16,0,10,Winter2022,Portugal,Towne Inc
31927,2022-12-28,23,6,608,1,2023-01-24,2023-01-25,0,1,Winter2022,France,"Fritsch, Franecki and O'Keefe"
83882,2022-12-28,21,4,412,1,2023-01-17,2023-01-27,0,10,Winter2022,Germany,Kuhic Inc
38320,2022-12-28,19,6,804,1,2023-01-25,2023-02-08,0,14,Winter2022,France,Schultz Inc
98675,2022-12-28,23,5,582,2,2023-01-05,2023-01-13,0,8,Winter2022,Greece,Bednar-Bashirian
85437,2022-12-28,21,8,1099,1,2023-02-13,2023-02-16,0,3,Winter2022,Sweden,Moen-Conn
67970,2022-12-28,16,6,930,2,2023-01-17,2023-01-26,0,9,Winter2022,Portugal,"Strosin, Prohaska and Rowe"
45919,2022-12-28,23,4,187,1,2023-01-16,2023-01-27,0,11,Winter2022,Belgium,"Torphy, Smitham and Gaylord"
17020,2022-12-28,23,6,979,1,2023-01-25,2023-02-06,0,12,Winter2022,Portugal,Treutel-Rodriguez
31516,2022-12-28,19,5,892,1,2023-01-18,2023-01-23,0,5,Winter2022,Czech Republic,"Murray, Windler and Bahringer"
38556,2022-12-28,22,5,1009,1,2023-01-27,2023-02-07,0,11,Winter2022,Greece,Quitzon Group
56611,2022-12-28,18,8,601,1,2023-01-25,2023-01-27,0,2,Winter2022,Estonia,"Hickle, Hayes and Mitchell"
88161,2022-12-28,21,5,1081,1,2023-01-27,2023-02-03,0,7,Winter2022,Greece,Kuhic Group
3433,2022-12-28,23,6,740,1,2023-01-24,2023-01-30,0,6,Winter2022,France,Herman and Sons
42338,2022-12-28,22,5,801,1,2023-01-27,2023-02-10,0,14,Winter2022,Czech Republic,Feeney-Hills
24126,2022-12-28,21,4,895,2,2023-01-25,2023-02-01,0,7,Winter2022,Netherlands,"Dickinson, Grady and Marks"
28641,2022-12-29,19,5,1092,1,2023-02-08,2023-02-16,0,8,Winter2022,Czech Republic,"Dibbert, Hansen and Huel"
76123,2022-12-29,22,6,797,1,2023-01-20,2023-01-25,0,5,Winter2022,Italy,Wolf-Schinner
84617,2022-12-29,24,4,223,1,2023-01-31,2023-02-06,0,6,Winter2022,Germany,Kertzmann Inc
20257,2022-12-29,21,4,189,1,2023-02-01,2023-02-10,0,9,Winter2022,Germany,"Thiel, Metz and Ernser"
35344,2022-12-29,19,8,900,1,2023-02-01,2023-02-03,0,2,Winter2022,Sweden,"Schneider, Kovacek and Baumbach"
57066,2022-12-29,19,4,246,1,2023-02-03,2023-02-14,0,11,Winter2022,Germany,Schmitt LLC
26175,2022-12-29,23,6,1084,2,2023-01-24,2023-01-26,0,2,Winter2022,France,"Rohan, Schneider and Harber"
90541,2022-12-29,18,8,1046,1,2023-01-25,2023-01-30,0,5,Winter2022,Sweden,Lebsack-Prosacco
78587,2022-12-29,20,4,459,1,2023-01-27,2023-01-30,0,3,Winter2022,Germany,"Hermiston, Schultz and Hettinger"
58178,2022-12-29,17,6,908,1,2023-01-23,2023-01-30,0,7,Winter2022,Portugal,Paucek-Schuster
58467,2022-12-29,18,8,533,1,2023-01-31,2023-02-08,0,8,Winter2022,Sweden,Hoeger-Blick
18738,2022-12-29,18,8,819,1,2023-01-12,2023-01-18,0,6,Winter2022,Sweden,Heidenreich-Stracke
53350,2022-12-29,21,8,504,1,2023-01-26,2023-02-02,0,7,Winter2022,Sweden,Pollich-Kuphal
90057,2022-12-29,23,6,660,1,2023-01-19,2023-01-20,0,1,Winter2022,France,Gerhold and Sons
56910,2022-12-29,23,7,730,1,2022-12-30,2023-01-13,0,14,Winter2022,United Kingdom,Huel-Runolfsdottir
88610,2022-12-29,19,4,257,1,2023-01-19,2023-01-23,0,4,Winter2022,Germany,Lang Inc
10777,2022-12-29,16,8,510,1,2023-01-27,2023-02-07,0,11,Winter2022,Sweden,Lynch-Kiehn
17066,2022-12-29,16,5,687,1,2023-01-24,2023-02-03,0,10,Winter2022,Greece,Lubowitz-Bosco
78924,2022-12-30,17,4,414,2,2023-01-02,2023-01-12,0,10,Winter2022,Germany,"Ortiz, O'Conner and Pfannerstill"
22353,2022-12-30,19,4,137,1,2023-02-06,2023-02-09,0,3,Winter2022,Germany,Parisian LLC
44410,2022-12-30,13,8,842,1,2023-02-02,2023-02-16,0,14,Winter2022,Sweden,Rowe Inc
45086,2022-12-30,20,4,249,1,2023-01-26,2023-01-27,0,1,Winter2022,Germany,Schoen Group
61646,2022-12-30,14,6,1158,1,2023-01-02,2023-01-16,0,14,Winter2022,Portugal,Beier-Bogan
92692,2022-12-30,18,4,139,2,2023-02-14,2023-02-22,0,8,Winter2022,Germany,Bernhard-Bartell
21041,2022-12-30,19,4,318,1,2023-01-25,2023-02-08,0,14,Winter2022,Germany,Anderson-Spinka
80635,2022-12-30,12,4,436,1,2023-01-30,2023-02-02,0,3,Winter2022,Belgium,Boyle-Kunze
10760,2022-12-30,21,5,1210,1,2023-01-27,2023-02-09,0,13,Winter2022,Poland,Adams and Sons
68585,2022-12-30,19,5,581,1,2023-01-17,2023-01-23,0,6,Winter2022,Poland,Rau-Reilly
23238,2022-12-30,20,4,32,1,2023-01-19,2023-01-24,0,5,Winter2022,Germany,"Carter, Willms and Schneider"
33431,2022-12-30,21,4,83,1,2023-01-17,2023-01-30,0,13,Winter2022,Germany,Oberbrunner-Predovic
5128,2022-12-31,22,4,471,1,2023-01-13,2023-01-19,0,6,Winter2022,Germany,Emmerich and Sons
40541,2022-12-31,20,4,407,1,2023-01-31,2023-02-01,0,1,Winter2022,Germany,Gottlieb-Ratke
79805,2022-12-31,22,4,370,2,2023-03-06,2023-03-08,0,2,Winter2022,Germany,"Hegmann, Upton and Batz"
16322,2022-12-31,13,4,286,1,2023-02-06,2023-02-14,0,8,Winter2022,Germany,Beahan Group
74356,2022-12-31,19,6,1034,1,2023-02-08,2023-02-16,0,8,Winter2022,France,Gerlach-Sanford
12087,2022-12-31,16,4,206,2,2023-02-27,2023-03-07,0,8,Winter2022,Germany,"Jenkins, Langworth and Mitchell"
63285,2022-12-31,16,4,271,1,2023-02-02,2023-02-06,0,4,Winter2022,Germany,"Koepp, Schuster and Von"
92881,2022-12-31,22,8,988,1,2023-01-06,2023-01-17,0,11,Winter2022,Lithuania,Kuvalis-Bahringer
28465,2022-12-31,16,8,793,1,2023-01-27,2023-01-31,0,4,Winter2022,Sweden,Abbott-Von
90580,2022-12-31,14,6,1189,1,2023-01-27,2023-02-08,0,12,Winter2022,Portugal,Wolf Inc
88828,2022-12-31,18,5,1000,1,2023-01-02,2023-01-13,0,11,Winter2022,Czech Republic,"Miller, Kuhn and Waelchi"
97240,2022-12-31,14,4,155,1,2023-02-02,2023-02-07,0,5,Winter2022,Germany,"Wolff, Friesen and Daugherty"
46143,2022-12-31,16,6,1052,1,2022-12-28,2022-12-31,0,3,Winter2022,France,"Ernser, Hand and Stoltenberg"
77841,2022-12-31,15,4,174,1,2023-02-22,2023-03-07,0,13,Winter2022,Germany,"Strosin, Boyle and Smitham"
64175,2022-12-31,22,4,420,1,2023-01-30,2023-01-31,0,1,Winter2022,Germany,O'Hara and Sons
14033,2022-12-31,16,5,805,2,2023-01-24,2023-01-26,0,2,Winter2022,Czech Republic,"Quigley, Torphy and Hills"
77954,2022-12-31,15,4,233,1,2023-01-26,2023-01-31,0,5,Winter2022,Germany,O'Connell-Rosenbaum
62244,2022-12-31,19,4,243,1,2023-01-25,2023-02-01,0,7,Winter2022,Germany,Klocko-Runte
43396,2022-12-31,18,4,257,2,2023-02-08,2023-02-22,0,14,Winter2022,Germany,Lang Inc
93965,2022-12-31,21,6,791,2,2023-01-26,2023-01-31,0,5,Winter2022,France,Smitham and Sons
74706,2022-12-31,17,6,864,1,2023-02-03,2023-02-08,0,5,Winter2022,Slovenia,Reichert Group
56988,2023-01-01,14,8,1185,1,2023-01-20,2023-01-23,0,3,Winter2022,Finland,Batz Inc
38009,2023-01-01,18,4,420,1,2023-01-18,2023-01-19,0,1,Winter2022,Germany,O'Hara and Sons
26907,2023-01-01,20,5,833,1,2023-01-30,2023-02-01,0,2,Winter2022,Greece,Stamm-Bogisich
12772,2023-01-01,17,8,802,1,2023-02-03,2023-02-15,0,12,Winter2022,Finland,Pagac and Sons
72265,2023-01-01,16,4,207,1,2023-01-30,2023-02-01,0,2,Winter2022,Germany,"Kessler, McClure and Pfannerstill"
74834,2023-01-01,21,4,457,1,2023-01-17,2023-01-23,0,6,Winter2022,Belgium,"Boyer, Little and Quigley"
32757,2023-01-01,17,4,80,1,2023-02-17,2023-03-01,0,12,Winter2022,Germany,Strosin LLC
60546,2023-01-01,21,4,384,1,2023-01-20,2023-01-24,0,4,Winter2022,Germany,Schumm Inc
93988,2023-01-01,21,4,7,1,2023-02-08,2023-02-15,0,7,Winter2022,Germany,Schaden-Kessler
63517,2023-01-01,22,6,1209,1,2023-02-01,2023-02-13,0,12,Winter2022,Croatia,"Tremblay, Roob and Rolfson"
80613,2023-01-01,17,4,272,2,2023-01-02,2023-01-11,0,9,Winter2022,Belgium,Nitzsche LLC
33938,2023-01-01,18,4,267,1,2023-02-09,2023-02-23,0,14,Winter2022,Germany,Johnson Inc
93286,2023-01-01,14,4,294,2,2023-02-01,2023-02-10,0,9,Winter2022,Germany,Prohaska LLC
52357,2023-01-01,12,5,546,2,2023-02-03,2023-02-13,0,10,Winter2022,Poland,Larson LLC
93121,2023-01-01,21,6,1018,1,2023-02-06,2023-02-17,0,11,Winter2022,Slovenia,Cummerata-Collins
60912,2023-01-01,19,4,45,1,2023-02-03,2023-02-16,0,13,Winter2022,Germany,"McClure, Emard and Streich"
17118,2023-01-01,19,4,460,1,2023-02-02,2023-02-09,0,7,Winter2022,Germany,Little-Hintz
74260,2023-01-02,17,6,580,1,2023-01-25,2023-01-26,0,1,Winter2022,Croatia,Barrows Group
88430,2023-01-02,22,4,376,1,2023-01-23,2023-01-24,0,1,Winter2022,Germany,Paucek-Ebert
35458,2023-01-02,23,5,628,1,2023-01-23,2023-01-27,0,4,Winter2022,Greece,Koepp-Hayes
66043,2023-01-02,15,4,464,1,2023-01-19,2023-02-02,0,14,Winter2022,Belgium,"Keeling, Crist and Gislason"
65877,2023-01-02,21,8,516,2,2023-02-08,2023-02-09,0,1,Winter2022,Estonia,Kris-Jacobs
44566,2023-01-02,12,5,1176,1,2023-01-27,2023-02-03,0,7,Winter2022,Poland,Bashirian-Reinger
50770,2023-01-02,19,4,312,1,2023-02-07,2023-02-09,0,2,Winter2022,Germany,Ullrich Group
86738,2023-01-02,16,4,318,1,2023-02-03,2023-02-06,0,3,Winter2022,Germany,Anderson-Spinka
30515,2023-01-02,17,4,55,1,2023-01-23,2023-01-26,0,3,Winter2022,Germany,"McClure, Blick and Schultz"
40962,2023-01-02,25,6,770,1,2023-01-26,2023-02-01,0,6,Winter2022,France,"Cummerata, Murphy and Lindgren"
14350,2023-01-02,18,4,386,1,2023-01-23,2023-01-25,0,2,Winter2022,Germany,Bosco LLC
92348,2023-01-02,20,4,437,1,2023-02-22,2023-03-03,0,9,Winter2022,Germany,Barton Group
18116,2023-01-02,18,5,658,1,2023-01-12,2023-01-23,0,11,Winter2022,Czech Republic,Bechtelar-Volkman
29441,2023-01-02,15,4,318,2,2023-02-21,2023-02-24,0,3,Winter2022,Germany,Anderson-Spinka
97311,2023-01-02,24,4,318,1,2023-01-30,2023-02-13,0,14,Winter2022,Germany,Anderson-Spinka
6101,2023-01-02,18,6,937,2,2023-01-24,2023-02-06,0,13,Winter2022,Portugal,"Fay, Hagenes and Dare"
49665,2023-01-02,19,5,803,2,2023-01-31,2023-02-07,0,7,Winter2022,Czech Republic,Lueilwitz-Goyette
20063,2023-01-02,21,6,1038,1,2023-01-13,2023-01-19,0,6,Winter2022,France,Walter-Herman
52822,2023-01-03,17,4,31,1,2023-02-09,2023-02-15,0,6,Winter2022,Germany,"Legros, Crona and Rippin"
96116,2023-01-03,18,4,224,2,2023-01-18,2023-01-24,0,6,Winter2022,Germany,Metz-O'Kon
29765,2023-01-03,23,4,375,2,2023-02-01,2023-02-09,0,8,Winter2022,Germany,Kreiger Group
98248,2023-01-03,21,5,646,2,2023-01-23,2023-02-06,0,14,Winter2022,Hungary,Ward LLC
6027,2023-01-03,20,5,785,1,2023-01-31,2023-02-09,0,9,Winter2022,Czech Republic,"Huels, Krajcik and Ledner"
58407,2023-01-03,19,6,1044,1,2023-01-27,2023-01-31,0,4,Winter2022,Croatia,"Goodwin, Goyette and Collier"
85273,2023-01-03,9,6,909,1,2022-12-29,2023-01-03,0,5,Winter2022,Portugal,"Koepp, Pollich and Koss"
11109,2023-01-03,15,8,997,1,2023-01-11,2023-01-12,0,1,Winter2022,Norway,"Pollich, Daugherty and Brown"
10284,2023-01-03,18,6,614,1,2023-02-06,2023-02-07,0,1,Winter2022,France,Rutherford LLC
72115,2023-01-03,20,8,673,1,2023-02-01,2023-02-07,0,6,Winter2022,Sweden,"Cummings, Dickinson and McDermott"
69131,2023-01-03,14,8,952,1,2023-02-02,2023-02-07,0,5,Winter2022,Sweden,"Lowe, Kautzer and Romaguera"
91497,2023-01-03,18,6,1062,1,2023-01-23,2023-01-27,0,4,Winter2022,Croatia,"Howe, Baumbach and Jenkins"
54480,2023-01-03,19,4,106,1,2023-01-04,2023-01-18,0,14,Winter2022,Germany,Pacocha LLC
62771,2023-01-03,15,8,844,1,2023-02-03,2023-02-15,0,12,Winter2022,Sweden,Howell and Sons
57048,2023-01-03,18,6,700,1,2023-01-23,2023-02-01,0,9,Winter2022,France,"Johns, Kerluke and Botsford"
85210,2023-01-03,14,4,191,1,2023-02-09,2023-02-23,0,14,Winter2022,Germany,O'Reilly Inc
